Metabolite_physical,Weight_physical,Direction_physical,Rank_physical,Stability_physical,AbsWeight_physical
102880,0.03477227,Positive,162,1,0.03477227
46997,-0.034766575,Negative,163,1,0.034766575
33022,0.034745545,Positive,164,1,0.034745545
10059,-0.034653054,Negative,165,1,0.034653054
83953,0.034648653,Positive,166,1,0.034648653
90515,0.034604144,Positive,167,1,0.034604144
24434,-0.034566993,Negative,168,1,0.034566993
83876,0.034513579,Positive,169,1,0.034513579
90915,0.034388482,Positive,170,1,0.034388482
19780,0.034343199,Positive,171,1,0.034343199
102679,0.034273416,Positive,172,1,0.034273416
60425,-0.034263412,Negative,173,1,0.034263412
34352,-0.034245432,Negative,174,1,0.034245432
32167,-0.034241392,Negative,175,1,0.034241392
37232,-0.034194769,Negative,176,1,0.034194769
47162,0.034183675,Positive,177,1,0.034183675
77692,0.03413519,Positive,178,1,0.03413519
17076,-0.034072247,Negative,179,1,0.034072247
58934,0.033962278,Positive,180,1,0.033962278
49233,0.03390472,Positive,181,1,0.03390472
86872,0.033802863,Positive,182,1,0.033802863
4874,-0.033792991,Negative,183,1,0.033792991
89494,0.033683339,Positive,184,1,0.033683339
15620,0.033632957,Positive,185,1,0.033632957
49383,-0.03357688,Negative,186,1,0.03357688
68947,0.033575396,Positive,187,1,0.033575396
74560,0.033567053,Positive,188,1,0.033567053
7221,-0.033557343,Negative,189,1,0.033557343
76794,0.033540975,Positive,190,1,0.033540975
47177,0.033509067,Positive,191,1,0.033509067
43306,-0.033491428,Negative,192,1,0.033491428
45640,0.033406067,Positive,193,1,0.033406067
26316,-0.03340218,Negative,194,1,0.03340218
80107,0.033391481,Positive,195,1,0.033391481
41052,0.033387616,Positive,196,1,0.033387616
35478,-0.033368523,Negative,197,1,0.033368523
88623,0.033338034,Positive,198,1,0.033338034
68014,-0.033328505,Negative,199,1,0.033328505
10266,0.033300656,Positive,200,1,0.033300656
64884,0.033237997,Positive,201,1,0.033237997
7485,-0.033209377,Negative,202,1,0.033209377
30006,-0.033178631,Negative,203,1,0.033178631
89086,0.033063101,Positive,204,1,0.033063101
69564,0.033040566,Positive,205,1,0.033040566
23917,-0.033002217,Negative,206,1,0.033002217
28155,-0.032952103,Negative,207,1,0.032952103
91501,0.032947342,Positive,208,1,0.032947342
84931,0.032845523,Positive,209,1,0.032845523
82805,0.032807272,Positive,210,1,0.032807272
34609,-0.032786059,Negative,211,1,0.032786059
84280,0.03278265,Positive,212,1,0.03278265
50372,-0.032766468,Negative,213,1,0.032766468
135695,0.032611522,Positive,214,1,0.032611522
82972,0.032579106,Positive,215,1,0.032579106
22715,-0.032577372,Negative,216,1,0.032577372
29666,0.032567385,Positive,217,1,0.032567385
45457,0.032510067,Positive,218,1,0.032510067
6525,-0.032503627,Negative,219,1,0.032503627
22519,-0.032463336,Negative,220,1,0.032463336
9236,-0.032436091,Negative,221,1,0.032436091
24126,-0.032395367,Negative,222,1,0.032395367
26266,-0.032366054,Negative,223,1,0.032366054
12439,-0.032338679,Negative,224,1,0.032338679
73221,0.032273333,Positive,225,1,0.032273333
77507,0.032267988,Positive,226,1,0.032267988
91340,0.032259802,Positive,227,1,0.032259802
8225,-0.032161203,Negative,228,1,0.032161203
83473,0.032152151,Positive,229,1,0.032152151
46322,-0.032140845,Negative,230,1,0.032140845
71957,0.032039578,Positive,231,1,0.032039578
84234,0.032013432,Positive,232,1,0.032013432
68980,0.031987357,Positive,233,1,0.031987357
76817,0.031968138,Positive,234,1,0.031968138
90407,0.031964406,Positive,235,1,0.031964406
59565,-0.031954346,Negative,236,1,0.031954346
83463,0.031909532,Positive,237,1,0.031909532
49049,-0.031804011,Negative,238,1,0.031804011
69039,0.031774485,Positive,239,1,0.031774485
140584,-0.031757098,Negative,240,1,0.031757098
37944,-0.031755562,Negative,241,1,0.031755562
137256,0.031751981,Positive,242,1,0.031751981
90741,0.031747643,Positive,243,1,0.031747643
41145,0.031739733,Positive,244,1,0.031739733
120565,0.031735163,Positive,245,1,0.031735163
66904,-0.031697793,Negative,246,1,0.031697793
68986,0.03167777,Positive,247,1,0.03167777
5193,-0.031665772,Negative,248,1,0.031665772
22668,-0.031603123,Negative,249,1,0.031603123
34689,-0.031489593,Negative,250,1,0.031489593
9257,-0.031476602,Negative,251,1,0.031476602
43072,-0.031466517,Negative,252,1,0.031466517
49433,-0.031460386,Negative,253,1,0.031460386
68888,0.03137334,Positive,254,1,0.03137334
90132,0.031306094,Positive,255,1,0.031306094
89794,0.031300337,Positive,256,1,0.031300337
83741,0.031267636,Positive,257,1,0.031267636
90391,0.03126149,Positive,258,1,0.03126149
76821,0.031205487,Positive,259,1,0.031205487
48804,-0.031196343,Negative,260,1,0.031196343
88119,0.031167944,Positive,261,1,0.031167944
24720,-0.031110625,Negative,262,1,0.031110625
6764,-0.031063967,Negative,263,1,0.031063967
68942,0.031039277,Positive,264,1,0.031039277
91982,0.031020527,Positive,265,1,0.031020527
36131,-0.031009831,Negative,266,1,0.031009831
85674,0.03097878,Positive,267,1,0.03097878
70654,-0.030959471,Negative,268,1,0.030959471
31444,-0.030876425,Negative,269,1,0.030876425
86905,0.030874346,Positive,270,1,0.030874346
135783,0.030843772,Positive,271,1,0.030843772
30484,-0.030823875,Negative,272,1,0.030823875
69063,0.030808212,Positive,273,1,0.030808212
85418,0.030788163,Positive,274,1,0.030788163
17378,0.030772711,Positive,275,0.9,0.030772711
78297,0.030756434,Positive,276,1,0.030756434
32208,-0.030711299,Negative,277,1,0.030711299
23143,-0.030685958,Negative,278,1,0.030685958
22772,-0.030666333,Negative,279,1,0.030666333
24465,-0.030636764,Negative,280,1,0.030636764
16705,-0.030633222,Negative,281,1,0.030633222
27847,-0.030629121,Negative,282,1,0.030629121
46172,0.030624896,Positive,283,1,0.030624896
19306,-0.030606528,Negative,284,1,0.030606528
69260,0.03055086,Positive,285,1,0.03055086
49534,0.030511647,Positive,286,1,0.030511647
46187,0.030483619,Positive,287,1,0.030483619
71481,0.030429543,Positive,288,1,0.030429543
31719,-0.030401116,Negative,289,1,0.030401116
27374,-0.030389734,Negative,290,1,0.030389734
43303,0.030352953,Positive,291,1,0.030352953
88774,0.030342731,Positive,292,1,0.030342731
23813,-0.030336825,Negative,293,1,0.030336825
83885,0.030331902,Positive,294,1,0.030331902
5938,-0.030319896,Negative,295,1,0.030319896
83609,0.03030551,Positive,296,1,0.03030551
43001,0.030302639,Positive,297,1,0.030302639
45453,0.030269656,Positive,298,1,0.030269656
60265,0.030263301,Positive,299,1,0.030263301
30055,-0.030238326,Negative,300,1,0.030238326
35043,0.030176081,Positive,301,1,0.030176081
33497,-0.030167504,Negative,302,1,0.030167504
31237,-0.030132146,Negative,303,1,0.030132146
15018,0.030130388,Positive,304,1,0.030130388
137685,-0.030107904,Negative,305,1,0.030107904
28388,-0.030030426,Negative,306,1,0.030030426
90073,0.02999567,Positive,307,1,0.02999567
68930,0.029992708,Positive,308,1,0.029992708
112707,0.029984672,Positive,309,1,0.029984672
7597,-0.029949733,Negative,310,1,0.029949733
76800,0.029945683,Positive,311,1,0.029945683
32252,-0.029938337,Negative,312,1,0.029938337
18774,-0.029934191,Negative,313,1,0.029934191
88687,0.029933646,Positive,314,1,0.029933646
26540,-0.029877035,Negative,315,1,0.029877035
91552,0.029855909,Positive,316,1,0.029855909
87243,0.029844287,Positive,317,1,0.029844287
106172,0.029833091,Positive,318,1,0.029833091
56388,-0.029795179,Negative,319,1,0.029795179
20389,-0.029786451,Negative,320,1,0.029786451
5450,-0.029745776,Negative,321,1,0.029745776
72042,0.029742952,Positive,322,1,0.029742952
32475,-0.029717989,Negative,323,1,0.029717989
9913,-0.029717031,Negative,324,1,0.029717031
85943,0.029710655,Positive,325,1,0.029710655
89448,0.029705156,Positive,326,1,0.029705156
20799,-0.029672322,Negative,327,1,0.029672322
26818,-0.029666502,Negative,328,1,0.029666502
22304,-0.029636886,Negative,329,1,0.029636886
80655,0.029613284,Positive,330,1,0.029613284
84354,0.029598751,Positive,331,1,0.029598751
126405,0.029580069,Positive,332,1,0.029580069
23022,-0.029537994,Negative,333,1,0.029537994
66650,-0.029505848,Negative,334,1,0.029505848
21131,-0.029458817,Negative,335,1,0.029458817
76735,0.029415114,Positive,336,1,0.029415114
82283,0.029414892,Positive,337,1,0.029414892
11948,0.02938536,Positive,338,1,0.02938536
12069,-0.029333995,Negative,339,1,0.029333995
9587,-0.029305333,Negative,340,1,0.029305333
61288,-0.029289472,Negative,341,1,0.029289472
15609,-0.029247983,Negative,342,1,0.029247983
91009,0.029245135,Positive,343,1,0.029245135
42850,-0.029242722,Negative,344,1,0.029242722
81221,0.029240539,Positive,345,1,0.029240539
11113,-0.029224204,Negative,346,1,0.029224204
22656,-0.029219534,Negative,347,1,0.029219534
17696,0.029217614,Positive,348,1,0.029217614
68861,0.029216165,Positive,349,1,0.029216165
34802,-0.02920044,Negative,350,1,0.02920044
83519,0.029197718,Positive,351,1,0.029197718
22671,-0.02917715,Negative,352,1,0.02917715
56618,0.029154769,Positive,353,1,0.029154769
47013,-0.029114175,Negative,354,1,0.029114175
47103,0.029100417,Positive,355,1,0.029100417
4388,-0.029076676,Negative,356,1,0.029076676
53393,0.029027926,Positive,357,1,0.029027926
46147,0.02902309,Positive,358,1,0.02902309
43215,0.029006102,Positive,359,1,0.029006102
26073,-0.029003726,Negative,360,1,0.029003726
96798,-0.028999889,Negative,361,1,0.028999889
28989,-0.028997935,Negative,362,1,0.028997935
76809,0.028959656,Positive,363,1,0.028959656
6269,-0.028958468,Negative,364,1,0.028958468
41128,0.028907405,Positive,365,1,0.028907405
68992,0.028886719,Positive,366,1,0.028886719
68987,0.028869983,Positive,367,1,0.028869983
56029,-0.028831213,Negative,368,1,0.028831213
35276,-0.028820106,Negative,369,1,0.028820106
25409,-0.028809846,Negative,370,1,0.028809846
57489,-0.028806568,Negative,371,1,0.028806568
115376,0.028802827,Positive,372,1,0.028802827
52312,0.028801328,Positive,373,1,0.028801328
35998,-0.028687467,Negative,374,1,0.028687467
22728,-0.028663318,Negative,375,1,0.028663318
17713,-0.028619794,Negative,376,1,0.028619794
88716,0.028586917,Positive,377,1,0.028586917
11572,-0.028514997,Negative,378,1,0.028514997
49218,0.028464067,Positive,379,1,0.028464067
15200,0.028382571,Positive,380,1,0.028382571
85843,0.028378778,Positive,381,1,0.028378778
6119,-0.02837207,Negative,382,1,0.02837207
91103,0.028371201,Positive,383,1,0.028371201
61815,0.028367551,Positive,384,1,0.028367551
89365,0.028357157,Positive,385,1,0.028357157
36947,-0.028351034,Negative,386,1,0.028351034
89364,0.028334716,Positive,387,1,0.028334716
51149,-0.028321019,Negative,388,1,0.028321019
99118,0.028269186,Positive,389,1,0.028269186
37950,0.028173883,Positive,390,1,0.028173883
14918,0.02812932,Positive,391,1,0.02812932
86413,0.028113837,Positive,392,1,0.028113837
85363,0.028088666,Positive,393,1,0.028088666
28408,-0.028084643,Negative,394,1,0.028084643
32351,-0.028061372,Negative,395,1,0.028061372
14947,-0.028060224,Negative,396,1,0.028060224
23746,-0.028058797,Negative,397,1,0.028058797
34789,-0.028030745,Negative,398,1,0.028030745
70308,0.028028491,Positive,399,1,0.028028491
28174,-0.028015042,Negative,400,1,0.028015042
75458,0.027994537,Positive,401,1,0.027994537
56279,-0.027987307,Negative,402,1,0.027987307
8200,0.027971011,Positive,403,1,0.027971011
86900,0.027964245,Positive,404,1,0.027964245
84851,0.027951448,Positive,405,1,0.027951448
40769,0.027946799,Positive,406,1,0.027946799
67678,-0.027907276,Negative,407,1,0.027907276
14857,-0.027888281,Negative,408,1,0.027888281
14924,-0.027870196,Negative,409,1,0.027870196
30037,-0.027850982,Negative,410,1,0.027850982
7251,-0.027842451,Negative,411,1,0.027842451
68968,0.027834182,Positive,412,1,0.027834182
44632,0.027827305,Positive,413,1,0.027827305
43506,-0.027811083,Negative,414,1,0.027811083
9454,-0.027808377,Negative,415,1,0.027808377
41442,0.027768985,Positive,416,1,0.027768985
50347,0.027763329,Positive,417,1,0.027763329
45687,0.02774581,Positive,418,1,0.02774581
87931,0.027736651,Positive,419,1,0.027736651
68950,0.02773173,Positive,420,1,0.02773173
12391,0.027687257,Positive,421,1,0.027687257
5382,-0.027649382,Negative,422,1,0.027649382
51301,-0.02757907,Negative,423,1,0.02757907
89051,0.027575074,Positive,424,1,0.027575074
6735,-0.027548544,Negative,425,1,0.027548544
8805,-0.027534505,Negative,426,1,0.027534505
16818,-0.027509175,Negative,427,1,0.027509175
66721,-0.02744648,Negative,428,1,0.02744648
38832,-0.027445469,Negative,429,1,0.027445469
34564,-0.027397446,Negative,430,1,0.027397446
15856,0.027307115,Positive,431,1,0.027307115
8099,0.027301392,Positive,432,1,0.027301392
8390,-0.027301123,Negative,433,1,0.027301123
19745,-0.02727255,Negative,434,1,0.02727255
9973,-0.027268124,Negative,435,1,0.027268124
136585,0.02721952,Positive,436,1,0.02721952
83013,0.027211898,Positive,437,1,0.027211898
11636,-0.027196316,Negative,438,1,0.027196316
104047,0.027184564,Positive,439,1,0.027184564
35050,-0.027114964,Negative,440,1,0.027114964
68750,0.02709784,Positive,441,1,0.02709784
24771,-0.027095151,Negative,442,1,0.027095151
23482,-0.027081638,Negative,443,1,0.027081638
35102,-0.027078623,Negative,444,1,0.027078623
50279,-0.027074473,Negative,445,1,0.027074473
6853,-0.027064273,Negative,446,1,0.027064273
101900,0.027061761,Positive,447,1,0.027061761
73259,-0.027055777,Negative,448,1,0.027055777
22709,-0.027050523,Negative,449,1,0.027050523
28096,-0.027048478,Negative,450,1,0.027048478
10375,-0.026978705,Negative,451,1,0.026978705
7956,-0.026973908,Negative,452,1,0.026973908
73880,-0.026931832,Negative,453,1,0.026931832
81507,-0.026928838,Negative,454,1,0.026928838
85888,0.026905709,Positive,455,1,0.026905709
27284,-0.026835005,Negative,456,1,0.026835005
6508,-0.02682025,Negative,457,1,0.02682025
58465,-0.026785696,Negative,458,1,0.026785696
53257,-0.026764956,Negative,459,1,0.026764956
55075,-0.026748993,Negative,460,1,0.026748993
68928,0.026661445,Positive,461,1,0.026661445
4877,0.026633107,Positive,462,1,0.026633107
68855,0.026625971,Positive,463,1,0.026625971
21457,-0.026565947,Negative,464,1,0.026565947
27538,-0.026564911,Negative,465,1,0.026564911
43755,-0.026547095,Negative,466,1,0.026547095
99740,-0.026538994,Negative,467,0.9,0.026538994
84784,0.026537398,Positive,468,1,0.026537398
7030,-0.026523574,Negative,469,1,0.026523574
26822,-0.026516527,Negative,470,1,0.026516527
21086,0.026506461,Positive,471,1,0.026506461
21567,-0.026485863,Negative,472,1,0.026485863
5289,-0.026473249,Negative,473,1,0.026473249
86693,0.026460017,Positive,474,1,0.026460017
14151,-0.026455181,Negative,475,1,0.026455181
15237,-0.02644552,Negative,476,1,0.02644552
87359,0.026445078,Positive,477,1,0.026445078
36491,-0.026442076,Negative,478,1,0.026442076
35431,-0.026438291,Negative,479,1,0.026438291
83422,0.02642436,Positive,480,1,0.02642436
45029,0.026404605,Positive,481,0.9,0.026404605
5461,-0.02639338,Negative,482,1,0.02639338
86899,0.026338096,Positive,483,1,0.026338096
82133,0.026309384,Positive,484,1,0.026309384
41830,-0.026284004,Negative,485,1,0.026284004
85187,0.026269614,Positive,486,1,0.026269614
91918,0.026268695,Positive,487,1,0.026268695
86504,0.026229171,Positive,488,1,0.026229171
66128,0.02622456,Positive,489,1,0.02622456
26826,-0.026217475,Negative,490,1,0.026217475
53903,-0.026210748,Negative,491,1,0.026210748
69007,0.026207395,Positive,492,1,0.026207395
28140,-0.026199253,Negative,493,1,0.026199253
40651,-0.026172288,Negative,494,1,0.026172288
138363,0.02603825,Positive,495,1,0.02603825
88342,0.026007962,Positive,496,1,0.026007962
9660,-0.025951091,Negative,497,1,0.025951091
68781,0.0259441,Positive,498,1,0.0259441
18715,0.025930933,Positive,499,1,0.025930933
140242,0.025889073,Positive,500,1,0.025889073
8123,-0.025884748,Negative,501,1,0.025884748
7245,-0.025852883,Negative,502,1,0.025852883
92194,-0.025850261,Negative,503,1,0.025850261
32687,-0.025791726,Negative,504,1,0.025791726
34338,-0.025741334,Negative,505,1,0.025741334
22666,-0.025686973,Negative,506,1,0.025686973
25762,-0.025685608,Negative,507,1,0.025685608
91771,0.025671261,Positive,508,1,0.025671261
23641,-0.025659696,Negative,509,1,0.025659696
14852,-0.025659315,Negative,510,1,0.025659315
92304,0.025647887,Positive,511,1,0.025647887
69812,0.025641053,Positive,512,1,0.025641053
32367,-0.025637381,Negative,513,1,0.025637381
38633,0.025619882,Positive,514,1,0.025619882
7622,-0.025618085,Negative,515,1,0.025618085
75451,0.025592884,Positive,516,1,0.025592884
41087,0.025566275,Positive,517,1,0.025566275
45825,-0.025543152,Negative,518,1,0.025543152
114551,0.025528422,Positive,519,1,0.025528422
46331,0.02551312,Positive,520,1,0.02551312
113420,0.02550188,Positive,521,1,0.02550188
35965,-0.025497541,Negative,522,1,0.025497541
28662,0.025494069,Positive,523,1,0.025494069
25665,-0.025478149,Negative,524,1,0.025478149
17729,0.025441242,Positive,525,1,0.025441242
23230,-0.025440694,Negative,526,1,0.025440694
68745,0.025431502,Positive,527,1,0.025431502
13167,0.025400775,Positive,528,1,0.025400775
15508,0.025326247,Positive,529,1,0.025326247
18979,0.025323929,Positive,530,1,0.025323929
14012,-0.025323916,Negative,531,1,0.025323916
33733,-0.025323663,Negative,532,1,0.025323663
41156,0.0253105,Positive,533,1,0.0253105
82003,0.025286901,Positive,534,1,0.025286901
84012,0.025281417,Positive,535,1,0.025281417
74895,0.025241172,Positive,536,1,0.025241172
21633,-0.025230458,Negative,537,1,0.025230458
22991,-0.025224346,Negative,538,1,0.025224346
32012,-0.025201991,Negative,539,1,0.025201991
14851,-0.025196196,Negative,540,1,0.025196196
41101,0.025193924,Positive,541,1,0.025193924
88057,0.025167067,Positive,542,1,0.025167067
7022,0.02516617,Positive,543,1,0.02516617
14937,-0.025128564,Negative,544,1,0.025128564
22680,-0.025079484,Negative,545,1,0.025079484
45113,-0.02507738,Negative,546,1,0.02507738
34423,-0.0250458,Negative,547,1,0.0250458
8487,-0.025043693,Negative,548,1,0.025043693
16808,-0.025043492,Negative,549,1,0.025043492
22262,-0.025005368,Negative,550,1,0.025005368
33012,-0.025000613,Negative,551,1,0.025000613
11524,-0.024980452,Negative,552,1,0.024980452
84466,0.024962381,Positive,553,1,0.024962381
54369,0.024960323,Positive,554,1,0.024960323
24022,-0.024938384,Negative,555,1,0.024938384
88178,0.024893705,Positive,556,1,0.024893705
63548,-0.024873611,Negative,557,1,0.024873611
74746,-0.024824593,Negative,558,1,0.024824593
69352,-0.024818842,Negative,559,1,0.024818842
85451,0.024793009,Positive,560,1,0.024793009
44268,-0.02477834,Negative,561,1,0.02477834
33722,-0.024759735,Negative,562,1,0.024759735
68846,0.024747811,Positive,563,1,0.024747811
12235,-0.024720784,Negative,564,1,0.024720784
80212,0.024684923,Positive,565,1,0.024684923
68801,0.024669263,Positive,566,1,0.024669263
103045,0.024668896,Positive,567,1,0.024668896
59295,-0.024663217,Negative,568,1,0.024663217
8488,-0.024654705,Negative,569,1,0.024654705
6191,-0.024652417,Negative,570,1,0.024652417
92725,-0.024639806,Negative,571,1,0.024639806
62754,-0.024632443,Negative,572,1,0.024632443
76837,0.024625301,Positive,573,1,0.024625301
55477,-0.024609659,Negative,574,1,0.024609659
75141,-0.02460935,Negative,575,1,0.02460935
87198,0.024606452,Positive,576,1,0.024606452
85706,0.024603263,Positive,577,1,0.024603263
91777,0.024566435,Positive,578,1,0.024566435
99516,0.024557983,Positive,579,1,0.024557983
26895,0.024542288,Positive,580,1,0.024542288
13267,0.024523989,Positive,581,1,0.024523989
94906,0.024523068,Positive,582,1,0.024523068
14975,-0.024467523,Negative,583,1,0.024467523
91742,0.02444297,Positive,584,1,0.02444297
84670,0.024413613,Positive,585,1,0.024413613
53982,-0.024370906,Negative,586,1,0.024370906
21782,-0.024326059,Negative,587,1,0.024326059
104241,0.024308812,Positive,588,1,0.024308812
9188,-0.024276376,Negative,589,1,0.024276376
96245,0.024273088,Positive,590,1,0.024273088
87838,0.024197266,Positive,591,1,0.024197266
22233,-0.024171324,Negative,592,1,0.024171324
55106,-0.024171022,Negative,593,1,0.024171022
21534,-0.024161741,Negative,594,1,0.024161741
55620,-0.024160262,Negative,595,1,0.024160262
9211,-0.024158437,Negative,596,1,0.024158437
104977,0.024151184,Positive,597,1,0.024151184
6099,-0.024148047,Negative,598,1,0.024148047
92437,0.024147453,Positive,599,1,0.024147453
31486,-0.024115819,Negative,600,1,0.024115819
56294,-0.024073901,Negative,601,1,0.024073901
11047,-0.024060803,Negative,602,1,0.024060803
80075,0.024055139,Positive,603,1,0.024055139
72205,0.024009212,Positive,604,1,0.024009212
49809,-0.023995582,Negative,605,1,0.023995582
26306,-0.02399325,Negative,606,1,0.02399325
57276,-0.023944652,Negative,607,1,0.023944652
87844,0.023929493,Positive,608,1,0.023929493
34184,0.023919305,Positive,609,1,0.023919305
51971,-0.023818767,Negative,610,1,0.023818767
32352,-0.023769915,Negative,611,1,0.023769915
114014,0.023757976,Positive,612,1,0.023757976
54972,-0.023745724,Negative,613,1,0.023745724
62124,-0.023744868,Negative,614,1,0.023744868
6139,-0.023723439,Negative,615,1,0.023723439
7072,0.023710229,Positive,616,1,0.023710229
9225,-0.023692468,Negative,617,1,0.023692468
4879,-0.023678881,Negative,618,1,0.023678881
30385,0.023662462,Positive,619,1,0.023662462
38358,-0.023590573,Negative,620,1,0.023590573
70782,-0.023574384,Negative,621,1,0.023574384
24216,-0.023536512,Negative,622,1,0.023536512
88788,0.023520288,Positive,623,1,0.023520288
57566,0.023517872,Positive,624,1,0.023517872
93386,0.023511889,Positive,625,1,0.023511889
35393,-0.02349202,Negative,626,1,0.02349202
67486,-0.023488592,Negative,627,1,0.023488592
80742,0.023469187,Positive,628,1,0.023469187
86954,0.02346566,Positive,629,1,0.02346566
56975,-0.023463312,Negative,630,1,0.023463312
76579,0.023455638,Positive,631,1,0.023455638
85726,0.02343207,Positive,632,1,0.02343207
14444,-0.02340873,Negative,633,1,0.02340873
32271,-0.023364293,Negative,634,1,0.023364293
85327,0.023354225,Positive,635,1,0.023354225
43949,-0.023336644,Negative,636,1,0.023336644
74319,0.023334058,Positive,637,0.9,0.023334058
71552,0.023319634,Positive,638,1,0.023319634
45701,0.023318448,Positive,639,1,0.023318448
21468,-0.023268583,Negative,640,1,0.023268583
140426,0.023258442,Positive,641,1,0.023258442
76796,0.023258181,Positive,642,1,0.023258181
92546,0.0232566,Positive,643,1,0.0232566
25858,-0.023233626,Negative,644,1,0.023233626
10746,-0.023229338,Negative,645,1,0.023229338
50451,-0.02321909,Negative,646,1,0.02321909
36221,-0.023197275,Negative,647,1,0.023197275
41242,0.023188962,Positive,648,1,0.023188962
89723,-0.023188073,Negative,649,0.9,0.023188073
26004,-0.023184443,Negative,650,1,0.023184443
49430,0.023174836,Positive,651,1,0.023174836
88814,0.023171925,Positive,652,1,0.023171925
40542,-0.023162489,Negative,653,1,0.023162489
84036,0.023132253,Positive,654,1,0.023132253
35270,-0.023126352,Negative,655,1,0.023126352
24871,-0.023122941,Negative,656,1,0.023122941
46356,0.023082403,Positive,657,1,0.023082403
25450,-0.023078667,Negative,658,1,0.023078667
32009,-0.023077571,Negative,659,1,0.023077571
52634,0.023038967,Positive,660,1,0.023038967
108150,0.022992922,Positive,661,1,0.022992922
140123,0.02295517,Positive,662,1,0.02295517
46203,0.022947664,Positive,663,1,0.022947664
49868,-0.02293907,Negative,664,1,0.02293907
33264,-0.022937328,Negative,665,1,0.022937328
21479,-0.022916406,Negative,666,1,0.022916406
60281,-0.02290476,Negative,667,1,0.02290476
68932,0.022901462,Positive,668,1,0.022901462
44171,0.022897872,Positive,669,1,0.022897872
96511,0.022868041,Positive,670,1,0.022868041
120532,0.022862724,Positive,671,1,0.022862724
90225,0.022836396,Positive,672,1,0.022836396
86933,0.022823089,Positive,673,1,0.022823089
36906,-0.022816966,Negative,674,1,0.022816966
9621,-0.02279092,Negative,675,1,0.02279092
23376,-0.022787677,Negative,676,1,0.022787677
49630,-0.022770472,Negative,677,1,0.022770472
89708,0.022767631,Positive,678,1,0.022767631
85152,0.022765387,Positive,679,1,0.022765387
70480,0.02276278,Positive,680,1,0.02276278
85940,0.022753206,Positive,681,1,0.022753206
37249,-0.022742078,Negative,682,1,0.022742078
4790,-0.022732079,Negative,683,1,0.022732079
4817,-0.022719696,Negative,684,1,0.022719696
87315,0.022677005,Positive,685,1,0.022677005
32051,-0.022667113,Negative,686,1,0.022667113
25845,-0.022665027,Negative,687,1,0.022665027
5746,-0.02266422,Negative,688,1,0.02266422
46169,0.0226562,Positive,689,1,0.0226562
87148,0.022617157,Positive,690,1,0.022617157
23638,-0.0225708,Negative,691,1,0.0225708
37690,-0.022544967,Negative,692,1,0.022544967
62499,0.02251572,Positive,693,1,0.02251572
6962,0.022506176,Positive,694,1,0.022506176
14481,-0.022501352,Negative,695,1,0.022501352
18826,0.022489799,Positive,696,1,0.022489799
32446,0.022485533,Positive,697,1,0.022485533
15049,-0.022472362,Negative,698,1,0.022472362
85111,0.022470023,Positive,699,1,0.022470023
79204,0.022465932,Positive,700,1,0.022465932
32721,-0.022462766,Negative,701,1,0.022462766
116026,0.022447573,Positive,702,1,0.022447573
105922,-0.022429174,Negative,703,1,0.022429174
36889,-0.022412875,Negative,704,1,0.022412875
45846,0.022372627,Positive,705,1,0.022372627
85572,0.022372385,Positive,706,1,0.022372385
50873,-0.022337274,Negative,707,1,0.022337274
43643,0.022323512,Positive,708,1,0.022323512
23343,-0.022306891,Negative,709,1,0.022306891
20540,0.022270118,Positive,710,1,0.022270118
37186,-0.022257232,Negative,711,1,0.022257232
87664,0.022232828,Positive,712,1,0.022232828
91761,0.022230915,Positive,713,1,0.022230915
79673,0.022222778,Positive,714,1,0.022222778
23625,-0.022182853,Negative,715,1,0.022182853
31355,0.022167393,Positive,716,1,0.022167393
69074,0.022164365,Positive,717,1,0.022164365
6006,-0.022154572,Negative,718,1,0.022154572
12080,0.022145384,Positive,719,1,0.022145384
30594,-0.022138353,Negative,720,1,0.022138353
114070,0.022136945,Positive,721,1,0.022136945
10695,-0.022133281,Negative,722,1,0.022133281
54290,-0.022099326,Negative,723,1,0.022099326
38363,-0.022096453,Negative,724,1,0.022096453
45176,-0.022071531,Negative,725,1,0.022071531
22714,-0.02204999,Negative,726,1,0.02204999
34717,-0.022008494,Negative,727,1,0.022008494
35657,-0.022002375,Negative,728,1,0.022002375
9213,-0.021995371,Negative,729,1,0.021995371
45215,-0.021989948,Negative,730,1,0.021989948
10270,0.021988701,Positive,731,1,0.021988701
14929,-0.021935036,Negative,732,1,0.021935036
65048,-0.021928503,Negative,733,1,0.021928503
29022,-0.021909117,Negative,734,1,0.021909117
19493,-0.021903473,Negative,735,1,0.021903473
49709,-0.021890859,Negative,736,1,0.021890859
68933,0.02188968,Positive,737,1,0.02188968
23705,-0.021874993,Negative,738,1,0.021874993
53966,0.021872819,Positive,739,0.9,0.021872819
87937,0.021844875,Positive,740,1,0.021844875
35247,0.021840595,Positive,741,1,0.021840595
25146,-0.021831105,Negative,742,1,0.021831105
115954,0.021828348,Positive,743,1,0.021828348
52657,-0.021806741,Negative,744,1,0.021806741
33484,-0.021802816,Negative,745,1,0.021802816
29958,-0.021792781,Negative,746,1,0.021792781
45783,0.021780241,Positive,747,0.9,0.021780241
55157,-0.02174293,Negative,748,1,0.02174293
99150,-0.021736165,Negative,749,0.9,0.021736165
25988,-0.021705619,Negative,750,1,0.021705619
45311,-0.02168726,Negative,751,1,0.02168726
71315,-0.021686336,Negative,752,1,0.021686336
88312,0.02167853,Positive,753,1,0.02167853
