Metabolite_physical,Weight_physical,Direction_physical,Rank_physical,Stability_physical,AbsWeight_physical,Compound_Name_phy,LibraryName,classification,query_validation
52245,-0.015202871,Negative,1223,1,0.015202871,NA,NA,NA,Did not pass stage1 filtering
13341,-0.015192757,Negative,1224,1,0.015192757,NA,NA,NA,Did not pass stage1 filtering
56079,-0.015192339,Negative,1225,1,0.015192339,"""Candidate Carnitine (delta mass 296.0896; buddy atomic difference: 14C, 16H, 7O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
77479,-0.015157684,Negative,1226,0.9,0.015157684,glyco-3-alpha-12-beta-cholic-acid (known isomers: 0; isobaric peaks: 4),MULTIPLEX-SYNTHESIS-LIBRARY-FILTERED-PARTITION-1.mgf,"[['Dihydroxy', 'Dihydroxy_stage1']]","Di-3,12a-OH;Dihydroxy_stage1;Di-3,7-OH|Di-3,6-OH|Di-3,12b-OH|Di-7,12b-OH;Di-3,7-OH|Di-3,12b-OH|Di-7,12b-OH"
34467,-0.015145111,Negative,1227,1,0.015145111,NA,NA,NA,Did not pass stage1 filtering
8061,-0.015114021,Negative,1228,1,0.015114021,NA,NA,NA,Did not pass stage1 filtering
114053,0.015103366,Positive,1229,1,0.015103366,NA,NA,NA,Did not pass stage1 filtering
34697,-0.015095537,Negative,1230,1,0.015095537,NA,NA,NA,Did not pass stage1 filtering
27057,-0.015091765,Negative,1231,1,0.015091765,Golotimod,MCE-DRUG.mgf,NA,Did not pass stage1 filtering
64610,-0.015088765,Negative,1232,1,0.015088765,NA,NA,NA,Did not pass stage1 filtering
8533,-0.015085184,Negative,1233,1,0.015085184,NA,NA,NA,Did not pass stage1 filtering
23430,-0.015080738,Negative,1234,1,0.015080738,NA,NA,NA,Did not pass stage1 filtering
12426,0.015060359,Positive,1235,1,0.015060359,NA,NA,NA,Did not pass stage1 filtering
22973,-0.015052565,Negative,1236,1,0.015052565,NA,NA,NA,Did not pass stage1 filtering
21901,-0.015043489,Negative,1237,1,0.015043489,NA,NA,NA,Did not pass stage1 filtering
88614,0.015041878,Positive,1238,1,0.015041878,NA,NA,NA,Did not pass stage1 filtering
23026,-0.015029367,Negative,1239,0.9,0.015029367,NA,NA,NA,Did not pass stage1 filtering
89510,0.015023347,Positive,1240,1,0.015023347,NA,NA,NA,Did not pass stage1 filtering
111351,0.015010407,Positive,1241,1,0.015010407,NA,NA,NA,Did not pass stage1 filtering
85165,0.015009492,Positive,1242,1,0.015009492,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
20479,0.014998649,Positive,1243,1,0.014998649,NA,NA,NA,Did not pass stage1 filtering
26676,-0.014995128,Negative,1244,1,0.014995128,NA,NA,NA,Did not pass stage1 filtering
49048,0.014957058,Positive,1245,1,0.014957058,NA,NA,NA,Did not pass stage1 filtering
69067,0.014952715,Positive,1246,1,0.014952715,NA,NA,NA,Did not pass stage1 filtering
92639,0.014905238,Positive,1247,1,0.014905238,NA,NA,NA,Did not pass stage1 filtering
31137,-0.014904825,Negative,1248,1,0.014904825,NA,NA,NA,Did not pass stage1 filtering
45795,0.014879532,Positive,1249,0.9,0.014879532,NA,NA,NA,Did not pass stage1 filtering
40503,0.014870212,Positive,1250,1,0.014870212,NA,NA,NA,Did not pass stage1 filtering
73200,0.014869368,Positive,1251,1,0.014869368,NA,NA,NA,Did not pass stage1 filtering
7037,-0.014866208,Negative,1252,1,0.014866208,Massbank:PB000408 Phenylalanine|2-amino-3-phenylpropanoic acid,MASSBANK.mgf,NA,Did not pass stage1 filtering
23076,-0.014829872,Negative,1253,1,0.014829872,"""Candidate Carnitine (delta mass 154.0617; sirius atomic difference: 8C, 10H, 3O; buddy atomic difference: 8C, 10H, 3O; literature atomic difference: 8C, 10H, 3O; putative explanation: CAR C8:2;O2)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
46846,0.014829568,Positive,1254,1,0.014829568,NA,NA,NA,Did not pass stage1 filtering
14876,-0.014822337,Negative,1255,1,0.014822337,NA,NA,NA,Did not pass stage1 filtering
51421,0.014816871,Positive,1256,1,0.014816871,NA,NA,NA,Did not pass stage1 filtering
36855,-0.014812346,Negative,1257,1,0.014812346,NA,NA,NA,Did not pass stage1 filtering
69879,0.014810812,Positive,1258,1,0.014810812,NA,NA,NA,Did not pass stage1 filtering
15372,-0.014810571,Negative,1259,1,0.014810571,"""Candidate Carnitine (delta mass 139.0259; sirius atomic difference: 6C, 5H, 1N, 3O; buddy atomic difference: 6C, 5H, 1N, 3O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
77582,0.014804574,Positive,1260,1,0.014804574,NA,NA,NA,Did not pass stage1 filtering
14623,-0.014798254,Negative,1261,0.9,0.014798254,NA,NA,NA,Did not pass stage1 filtering
17529,-0.014791937,Negative,1262,1,0.014791937,"""Candidate Carnitine (delta mass 152.047; sirius atomic difference: 8C, 8H, 3O; buddy atomic difference: 8C, 8H, 3O; literature atomic difference: 8C, 8H, 3O; putative explanation: CAR C8:3;O2)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
28830,-0.014780182,Negative,1263,1,0.014780182,NA,NA,NA,Did not pass stage1 filtering
37605,-0.014776971,Negative,1264,1,0.014776971,NA,NA,NA,Did not pass stage1 filtering
65154,0.014773477,Positive,1265,1,0.014773477,NA,NA,NA,Did not pass stage1 filtering
102737,0.014773135,Positive,1266,1,0.014773135,NA,NA,NA,Did not pass stage1 filtering
54558,-0.014765487,Negative,1267,0.9,0.014765487,Candidate Carnitine (delta mass 169.1187; potential isotope of m/z 330.2300 (CAR C10:1)),Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
112547,-0.014748992,Negative,1268,1,0.014748992,NA,NA,NA,Did not pass stage1 filtering
31790,-0.014744296,Negative,1269,1,0.014744296,"""Candidate Carnitine (delta mass 168.078; buddy atomic difference: 9C, 12H, 3O; literature atomic difference: 9C, 12H, 3O; putative explanation: CAR C9:2;O2)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
70755,-0.014743026,Negative,1270,0.9,0.014743026,Dexverapamil,MSNLIB-POSITIVE.mgf,NA,Did not pass stage1 filtering
13392,0.014732232,Positive,1271,1,0.014732232,NA,NA,NA,Did not pass stage1 filtering
68914,0.01472912,Positive,1272,1,0.01472912,NA,NA,NA,Did not pass stage1 filtering
35765,-0.014725486,Negative,1273,1,0.014725486,NA,NA,NA,Did not pass stage1 filtering
34641,-0.014716878,Negative,1274,1,0.014716878,NA,NA,NA,Did not pass stage1 filtering
23842,-0.014709274,Negative,1275,1,0.014709274,NA,NA,NA,Did not pass stage1 filtering
65244,0.014703211,Positive,1276,0.9,0.014703211,NA,NA,NA,Did not pass stage1 filtering
40772,0.014689174,Positive,1277,1,0.014689174,NA,NA,NA,NA
24677,-0.014680727,Negative,1278,1,0.014680727,NA,NA,NA,Did not pass stage1 filtering
16572,-0.014657198,Negative,1279,0.9,0.014657198,Vanillic acid_glycine (known isomers: 0; isobaric peaks: 0),MULTIPLEX-SYNTHESIS-LIBRARY-FILTERED-PARTITION-2.mgf,NA,Did not pass stage1 filtering
8411,-0.01464597,Negative,1280,1,0.01464597,NA,NA,NA,Did not pass stage1 filtering
28454,0.014637911,Positive,1281,1,0.014637911,NA,NA,NA,Did not pass stage1 filtering
17619,0.014596288,Positive,1282,1,0.014596288,NA,NA,NA,Did not pass stage1 filtering
14067,0.014566318,Positive,1283,1,0.014566318,NA,NA,NA,Did not pass stage1 filtering
7211,-0.014548345,Negative,1284,1,0.014548345,NA,NA,NA,Did not pass stage1 filtering
59183,-0.014543697,Negative,1285,1,0.014543697,Candidate Carnitine (delta mass 170.0689),Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
32390,0.014537474,Positive,1286,1,0.014537474,Spectral Match to .alpha.-CMBHC from NIST14,GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
56661,-0.014498351,Negative,1287,1,0.014498351,NA,NA,NA,Did not pass stage1 filtering
100122,-0.014496214,Negative,1288,0.9,0.014496214,SM(d18:0/18:0); [M+H]+ C41H86N2O6P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
7501,-0.01449229,Negative,1289,1,0.01449229,2-pyrazinecarboxylic acid_glycine (known isomers: 0; isobaric peaks: 1),MULTIPLEX-SYNTHESIS-LIBRARY-FILTERED-PARTITION-2.mgf,NA,Did not pass stage1 filtering
34329,-0.014480292,Negative,1290,1,0.014480292,NA,NA,NA,Did not pass stage1 filtering
76581,0.014468806,Positive,1291,1,0.014468806,NA,NA,NA,Did not pass stage1 filtering
87858,0.01446685,Positive,1292,1,0.01446685,NA,NA,NA,Did not pass stage1 filtering
94347,0.014465829,Positive,1293,1,0.014465829,NA,NA,NA,Did not pass stage1 filtering
5900,-0.014442297,Negative,1294,1,0.014442297,"""Candidate Carnitine (delta mass 126.0308; sirius atomic difference: 6C, 6H, 3O; buddy atomic difference: 6C, 6H, 3O; literature atomic difference: 6C, 6H, 3O; putative explanation: CAR C6:2;O2)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
31039,-0.014437685,Negative,1295,1,0.014437685,NA,NA,NA,Did not pass stage1 filtering
23189,-0.014405728,Negative,1296,1,0.014405728,NA,NA,NA,Did not pass stage1 filtering
30411,-0.014390864,Negative,1297,1,0.014390864,NA,NA,NA,Did not pass stage1 filtering
12819,0.014387629,Positive,1298,1,0.014387629,NA,NA,NA,Did not pass stage1 filtering
14649,-0.014373304,Negative,1299,1,0.014373304,NA,NA,NA,Did not pass stage1 filtering
63728,-0.014360086,Negative,1300,1,0.014360086,NA,NA,NA,Did not pass stage1 filtering
13100,-0.014351122,Negative,1301,1,0.014351122,NA,NA,NA,Did not pass stage1 filtering
21171,-0.014340001,Negative,1302,1,0.014340001,NA,NA,NA,Did not pass stage1 filtering
24950,-0.014331273,Negative,1303,1,0.014331273,NA,NA,NA,Did not pass stage1 filtering
25158,-0.014318571,Negative,1304,1,0.014318571,NA,NA,NA,Did not pass stage1 filtering
31733,-0.014316645,Negative,1305,1,0.014316645,NA,NA,NA,Did not pass stage1 filtering
79386,0.014310963,Positive,1306,1,0.014310963,NA,NA,NA,Did not pass stage1 filtering
76563,0.014307658,Positive,1307,1,0.014307658,NA,NA,NA,Did not pass stage1 filtering
73802,0.014306638,Positive,1308,1,0.014306638,NA,NA,NA,Did not pass stage1 filtering
52243,0.014304691,Positive,1309,1,0.014304691,NA,NA,NA,Did not pass stage1 filtering
65895,-0.014304289,Negative,1310,1,0.014304289,NA,NA,NA,Did not pass stage1 filtering
23874,-0.014288298,Negative,1311,1,0.014288298,NA,NA,NA,Did not pass stage1 filtering
57971,0.014281293,Positive,1312,1,0.014281293,NA,NA,NA,Did not pass stage1 filtering
53526,0.014276159,Positive,1313,0.9,0.014276159,NA,NA,NA,Did not pass stage1 filtering
27424,-0.014275801,Negative,1314,1,0.014275801,NA,NA,NA,Did not pass stage1 filtering
20326,-0.014269696,Negative,1315,1,0.014269696,"""Candidate Carnitine (delta mass 125.0469; sirius atomic difference: 6C, 7H, 1N, 2O; buddy atomic difference: 6C, 7H, 1N, 2O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
69984,-0.014262549,Negative,1316,0.9,0.014262549,"""Candidate Carnitine (delta mass 197.1502; sirius atomic difference: 10C, 19H, 3N, 1O; potential isotope of m/z 358.2616 (CAR C12:1))""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
45361,0.014252279,Positive,1317,1,0.014252279,NA,NA,NA,Did not pass stage1 filtering
24493,-0.014246522,Negative,1318,1,0.014246522,NA,NA,NA,Did not pass stage1 filtering
34808,-0.014242335,Negative,1319,1,0.014242335,NA,NA,NA,Did not pass stage1 filtering
25494,0.014238094,Positive,1320,1,0.014238094,NA,NA,NA,Did not pass stage1 filtering
76815,0.014234822,Positive,1321,1,0.014234822,NA,NA,NA,Did not pass stage1 filtering
41217,-0.014234406,Negative,1322,1,0.014234406,NA,NA,NA,Did not pass stage1 filtering
84605,0.014208274,Positive,1323,1,0.014208274,SM(d18:2/16:0); [M+H]+ C39H78N2O6P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
99630,-0.01420156,Negative,1324,1,0.01420156,PC(O-18:0/20:4); [M+H]+ C46H87N1O7P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
13647,-0.014200434,Negative,1325,0.9,0.014200434,Spectral Match to Leu-Pro from NIST14,GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
33893,0.01419638,Positive,1326,1,0.01419638,NA,NA,NA,Did not pass stage1 filtering
95718,-0.014194129,Negative,1327,0.9,0.014194129,NA,NA,NA,Did not pass stage1 filtering
29972,-0.014193368,Negative,1328,1,0.014193368,NA,NA,NA,Did not pass stage1 filtering
4200,-0.014166751,Negative,1329,1,0.014166751,NA,NA,NA,Did not pass stage1 filtering
86515,0.014153632,Positive,1330,1,0.014153632,NA,NA,NA,Did not pass stage1 filtering
11383,-0.014145604,Negative,1331,0.9,0.014145604,Spectral Match to PyroGlu-Ile-Arg from NIST14,GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
75856,0.014144248,Positive,1332,0.9,0.014144248,NA,NA,NA,Did not pass stage1 filtering
92336,0.014107295,Positive,1333,1,0.014107295,NA,NA,NA,Did not pass stage1 filtering
21284,-0.014104406,Negative,1334,1,0.014104406,"""Candidate Carnitine (delta mass 166.0268; sirius atomic difference: 8C, 6H, 4O; buddy atomic difference: 8C, 6H, 4O; literature atomic difference: 8C, 6H, 4O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
30001,-0.014102972,Negative,1335,1,0.014102972,NA,NA,NA,Did not pass stage1 filtering
80270,0.014101977,Positive,1336,0.9,0.014101977,NA,NA,NA,Did not pass stage1 filtering
34981,-0.014092714,Negative,1337,1,0.014092714,"NCGC00385243-01_C12H18O4_{(1R,2R)-2-[(2Z)-5-Hydroxy-2-penten-1-yl]-3-oxocyclopentyl}acetic acid",GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf,NA,Did not pass stage1 filtering
30763,0.014085446,Positive,1338,0.9,0.014085446,NA,NA,NA,Did not pass stage1 filtering
98830,-0.014079275,Negative,1339,0.9,0.014079275,PC(20:4/22:6); [M+H]+ C50H81N1O8P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
59991,-0.014065932,Negative,1340,1,0.014065932,NA,NA,NA,Did not pass stage1 filtering
14454,0.01405681,Positive,1341,0.9,0.01405681,NA,NA,NA,Did not pass stage1 filtering
63228,-0.01405518,Negative,1342,1,0.01405518,NA,NA,NA,Did not pass stage1 filtering
28253,-0.014054991,Negative,1343,1,0.014054991,NA,NA,NA,Did not pass stage1 filtering
16771,-0.01404927,Negative,1344,0.9,0.01404927,NA,NA,NA,Did not pass stage1 filtering
68763,0.01403912,Positive,1345,1,0.01403912,NA,NA,NA,Did not pass stage1 filtering
10360,-0.014020024,Negative,1346,0.9,0.014020024,NA,NA,NA,Did not pass stage1 filtering
29312,0.014019459,Positive,1347,1,0.014019459,NA,NA,NA,Did not pass stage1 filtering
5074,-0.014017441,Negative,1348,1,0.014017441,"""Candidate Carnitine (delta mass 59.967; sirius atomic difference: 1C, 1O, 1S)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
86111,0.014004233,Positive,1349,1,0.014004233,NA,NA,NA,Did not pass stage1 filtering
54277,-0.013949643,Negative,1350,1,0.013949643,NA,NA,NA,Did not pass stage1 filtering
102964,-0.013942313,Negative,1351,1,0.013942313,NA,NA,NA,Did not pass stage1 filtering
79423,0.013941849,Positive,1352,1,0.013941849,NA,NA,NA,Did not pass stage1 filtering
62101,0.013920509,Positive,1353,1,0.013920509,NA,NA,NA,Did not pass stage1 filtering
69070,0.013912325,Positive,1354,1,0.013912325,NA,NA,NA,Did not pass stage1 filtering
62901,0.013887389,Positive,1355,1,0.013887389,NA,NA,NA,Did not pass stage1 filtering
51012,-0.013875207,Negative,1356,1,0.013875207,NA,NA,NA,Did not pass stage1 filtering
50056,-0.013838289,Negative,1357,1,0.013838289,NA,NA,NA,Did not pass stage1 filtering
50705,-0.013832396,Negative,1358,1,0.013832396,NA,NA,NA,Did not pass stage1 filtering
76557,0.013825706,Positive,1359,1,0.013825706,NA,NA,NA,Did not pass stage1 filtering
32865,0.013821032,Positive,1360,1,0.013821032,NA,NA,NA,Did not pass stage1 filtering
113539,-0.013796464,Negative,1361,0.9,0.013796464,PC(18:0/20:3); [M+H]+ C46H87N1O8P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
31190,-0.013795042,Negative,1362,1,0.013795042,NA,NA,NA,Did not pass stage1 filtering
79683,0.013768907,Positive,1363,1,0.013768907,NA,NA,NA,Did not pass stage1 filtering
68786,0.013768492,Positive,1364,1,0.013768492,NA,NA,NA,Did not pass stage1 filtering
33731,-0.013759187,Negative,1365,1,0.013759187,NA,NA,NA,Did not pass stage1 filtering
88076,0.013758408,Positive,1366,1,0.013758408,NA,NA,NA,Did not pass stage1 filtering
13105,0.013740926,Positive,1367,1,0.013740926,NA,NA,NA,Did not pass stage1 filtering
14287,0.013730332,Positive,1368,0.9,0.013730332,NA,NA,NA,Did not pass stage1 filtering
9200,-0.01370119,Negative,1369,1,0.01370119,"""Candidate Carnitine (delta mass 140.0476; sirius atomic difference: 7C, 8H, 3O; buddy atomic difference: 7C, 8H, 3O; literature atomic difference: 7C, 8H, 3O; putative explanation: CAR C7:2;O2)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
44159,-0.013696407,Negative,1370,0.9,0.013696407,NA,NA,NA,Did not pass stage1 filtering
79342,0.013690357,Positive,1371,0.9,0.013690357,sulfinpyrazone,MSNLIB-POSITIVE.mgf,NA,Did not pass stage1 filtering
55769,-0.013687452,Negative,1372,1,0.013687452,NA,NA,NA,Did not pass stage1 filtering
140770,0.013681715,Positive,1373,1,0.013681715,SM(d16:1/16:0); [M+H]+ C37H76N2O6P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
19550,0.013677245,Positive,1374,1,0.013677245,NA,NA,NA,Did not pass stage1 filtering
73398,-0.013655256,Negative,1375,0.9,0.013655256,NA,NA,NA,Did not pass stage1 filtering
80725,0.013602888,Positive,1376,1,0.013602888,"""Candidate Carnitine (delta mass 232.1821; sirius atomic difference: 16C, 24H, 1O; buddy atomic difference: 16C, 24H, 1O; literature atomic difference: 16C, 24H, 1O; putative explanation: CAR C16:3)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
93618,0.013589912,Positive,1377,1,0.013589912,PC(19:0/0:0); [M+H]+ C27H57N1O7P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
32892,-0.013565719,Negative,1378,1,0.013565719,NA,NA,NA,Did not pass stage1 filtering
7783,-0.013557619,Negative,1379,1,0.013557619,NA,NA,NA,Did not pass stage1 filtering
82784,0.013553588,Positive,1380,0.9,0.013553588,NA,NA,NA,Did not pass stage1 filtering
23474,0.013551062,Positive,1381,0.8,0.013551062,NA,NA,NA,Did not pass stage1 filtering
18079,0.013547579,Positive,1382,0.9,0.013547579,Candidate Carnitine (delta mass 140.9951),Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
61673,-0.013528844,Negative,1383,1,0.013528844,Candidate Carnitine (delta mass 151.1021),Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
50582,-0.01351813,Negative,1384,1,0.01351813,"""Candidate Carnitine (delta mass 156.1151; sirius atomic difference: 9C, 16H, 2O; buddy atomic difference: 9C, 16H, 2O; literature atomic difference: 9C, 16H, 2O; putative explanation: CAR C9:0;O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
97927,0.013505001,Positive,1385,1,0.013505001,NA,NA,NA,Did not pass stage1 filtering
139574,0.013503227,Positive,1386,1,0.013503227,NA,NA,NA,Did not pass stage1 filtering
59808,-0.013480097,Negative,1387,0.9,0.013480097,NA,NA,NA,Did not pass stage1 filtering
61116,-0.01347364,Negative,1388,1,0.01347364,NA,NA,NA,Did not pass stage1 filtering
80434,0.013447287,Positive,1389,1,0.013447287,NA,NA,NA,Did not pass stage1 filtering
89677,-0.013438277,Negative,1390,0.9,0.013438277,NA,NA,NA,Did not pass stage1 filtering
8316,-0.01341421,Negative,1391,0.9,0.01341421,AC-LYS-OH - 40.0 eV,BIRMINGHAM-UHPLC-MS-POS.mgf,NA,Did not pass stage1 filtering
41841,-0.013409971,Negative,1392,1,0.013409971,NA,NA,NA,Did not pass stage1 filtering
63451,-0.013409281,Negative,1393,1,0.013409281,NA,NA,NA,Did not pass stage1 filtering
9069,-0.013405829,Negative,1394,1,0.013405829,NA,NA,NA,Did not pass stage1 filtering
87611,0.013404712,Positive,1395,1,0.013404712,NA,NA,NA,Did not pass stage1 filtering
52809,-0.013401878,Negative,1396,1,0.013401878,NA,NA,NA,Did not pass stage1 filtering
23871,-0.013381092,Negative,1397,1,0.013381092,NA,NA,NA,Did not pass stage1 filtering
31521,-0.013376627,Negative,1398,1,0.013376627,NA,NA,NA,Did not pass stage1 filtering
49357,-0.013372842,Negative,1399,1,0.013372842,NA,NA,NA,Did not pass stage1 filtering
74573,0.013365697,Positive,1400,1,0.013365697,NA,NA,NA,Did not pass stage1 filtering
99870,-0.013351962,Negative,1401,0.9,0.013351962,NA,NA,NA,Did not pass stage1 filtering
60084,-0.013343119,Negative,1402,1,0.013343119,Candidate Carnitine (delta mass 396.178),Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
50522,-0.013340508,Negative,1403,1,0.013340508,"""Candidate Carnitine (delta mass 184.0737; buddy atomic difference: 9C, 12H, 4O; literature atomic difference: 9C, 12H, 4O; putative explanation: CAR C9:2;O3)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
69824,0.013339558,Positive,1404,1,0.013339558,NA,NA,NA,Did not pass stage1 filtering
11781,0.013326688,Positive,1405,1,0.013326688,NA,NA,NA,Did not pass stage1 filtering
35804,-0.013291795,Negative,1406,0.9,0.013291795,NA,NA,NA,Did not pass stage1 filtering
8808,-0.013230969,Negative,1407,0.9,0.013230969,NA,NA,NA,Did not pass stage1 filtering
90665,0.013204275,Positive,1408,1,0.013204275,PC(18:1/22:5); [M+H]+ C48H85N1O8P1,PNNL-LIPIDS-POSITIVE.mgf,NA,Did not pass stage1 filtering
38355,-0.013187127,Negative,1409,1,0.013187127,NA,NA,NA,Did not pass stage1 filtering
16463,0.013176818,Positive,1410,0.9,0.013176818,NA,NA,NA,Did not pass stage1 filtering
85524,0.013176294,Positive,1411,0.9,0.013176294,NA,NA,NA,Did not pass stage1 filtering
5050,-0.013147269,Negative,1412,1,0.013147269,NA,NA,NA,Did not pass stage1 filtering
18687,0.013095058,Positive,1413,0.9,0.013095058,NA,NA,NA,Did not pass stage1 filtering
51392,-0.01308729,Negative,1414,1,0.01308729,NA,NA,NA,Did not pass stage1 filtering
18452,-0.01307866,Negative,1415,1,0.01307866,NA,NA,NA,Did not pass stage1 filtering
89650,-0.013067432,Negative,1416,0.9,0.013067432,NA,NA,NA,Did not pass stage1 filtering
95819,0.01306245,Positive,1417,1,0.01306245,Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14,GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
27158,-0.013047012,Negative,1418,1,0.013047012,tetrahydrozoline,MSNLIB-POSITIVE.mgf,NA,Did not pass stage1 filtering
82873,0.013044164,Positive,1419,1,0.013044164,NA,NA,NA,Did not pass stage1 filtering
13073,-0.013043683,Negative,1420,1,0.013043683,NA,NA,NA,Did not pass stage1 filtering
82309,-0.013032972,Negative,1421,0.9,0.013032972,NA,NA,NA,Did not pass stage1 filtering
58252,-0.013019145,Negative,1422,1,0.013019145,NA,NA,NA,Did not pass stage1 filtering
23709,-0.01298685,Negative,1423,1,0.01298685,NA,NA,NA,Did not pass stage1 filtering
29942,-0.012976882,Negative,1424,0.9,0.012976882,NA,NA,NA,Did not pass stage1 filtering
14829,0.012970184,Positive,1425,1,0.012970184,NA,NA,NA,Did not pass stage1 filtering
14635,-0.012968864,Negative,1426,1,0.012968864,NA,NA,NA,Did not pass stage1 filtering
89521,0.012962926,Positive,1427,1,0.012962926,NA,NA,NA,Did not pass stage1 filtering
43364,0.012945855,Positive,1428,0.9,0.012945855,"(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-2H,3H,3aH,5H,6H,7H,8H,8aH,9H,9aH-naphtho[2,3-b]furan-2-one",GNPS-LIBRARY.mgf,NA,Did not pass stage1 filtering
22263,-0.012944562,Negative,1429,1,0.012944562,NA,NA,NA,Did not pass stage1 filtering
60042,-0.012939028,Negative,1430,1,0.012939028,NA,NA,NA,Did not pass stage1 filtering
16732,-0.012926381,Negative,1431,1,0.012926381,NA,NA,NA,NA
138857,0.012921104,Positive,1432,0.9,0.012921104,"Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14",GNPS-NIST14-MATCHES.mgf,NA,Did not pass stage1 filtering
44175,0.012895375,Positive,1433,1,0.012895375,NA,NA,NA,Did not pass stage1 filtering
29938,-0.012895157,Negative,1434,0.9,0.012895157,NA,NA,NA,Did not pass stage1 filtering
54506,-0.012887294,Negative,1435,1,0.012887294,"""Candidate Carnitine (delta mass 194.1304; sirius atomic difference: 12C, 18H, 2O; buddy atomic difference: 12C, 18H, 2O; literature atomic difference: 12C, 18H, 2O; putative explanation: CAR C12:2;O)""",Carnitines_library_2025_testing_V2_MassQL_only.mgf,NA,Did not pass stage1 filtering
101874,-0.012874805,Negative,1436,0.9,0.012874805,NA,NA,NA,Did not pass stage1 filtering
30098,0.012870514,Positive,1437,0.9,0.012870514,NA,NA,NA,Did not pass stage1 filtering
87066,0.012869876,Positive,1438,1,0.012869876,NA,NA,NA,Did not pass stage1 filtering
16219,-0.012841699,Negative,1439,1,0.012841699,NA,NA,NA,Did not pass stage1 filtering
82144,0.012791358,Positive,1440,1,0.012791358,NA,NA,NA,Did not pass stage1 filtering
35148,-0.012778615,Negative,1441,0.9,0.012778615,NA,NA,NA,Did not pass stage1 filtering
89694,-0.012778394,Negative,1442,0.9,0.012778394,NA,NA,NA,Did not pass stage1 filtering
28817,-0.01276713,Negative,1443,0.9,0.01276713,NA,NA,NA,Did not pass stage1 filtering
94952,0.01275816,Positive,1444,1,0.01275816,NA,NA,NA,Did not pass stage1 filtering
23500,-0.012754514,Negative,1445,0.9,0.012754514,NA,NA,NA,Did not pass stage1 filtering
17588,-0.012744528,Negative,1446,1,0.012744528,2-QUINOLINECARBOXYLIC ACID - 60.0 eV,GNPS-LIBRARY.mgf,NA,Did not pass stage1 filtering
40848,0.012737703,Positive,1447,0.9,0.012737703,NA,NA,NA,Did not pass stage1 filtering
9000,-0.012737296,Negative,1448,0.9,0.012737296,Massbank:EQ368404 Norephedrine|Phenylpropanolamine|2-amino-1-phenylpropan-1-ol,MASSBANK.mgf,NA,Did not pass stage1 filtering
