"Metabolite","Weight","Direction","Rank","Stability","AbsWeight","Compound_Name"
35816,0.0553905298967452,"Positive",1,1,0.0553905298967452,NA
32483,0.0546301277487218,"Positive",2,1,0.0546301277487218,NA
34802,0.0540022495822184,"Positive",3,1,0.0540022495822184,NA
87947,0.0526285463104414,"Positive",4,1,0.0526285463104414,NA
92546,0.0524877500065527,"Positive",5,1,0.0524877500065527,NA
12300,-0.0518005258859774,"Negative",6,1,0.0518005258859774,"4-hydroxyphenylacetic acid_L-glutamine (known isomers: 1; isobaric peaks: 2)"
34135,0.0514416538277511,"Positive",7,1,0.0514416538277511,NA
87696,0.0511819363375944,"Positive",8,1,0.0511819363375944,NA
89365,0.051048623458285,"Positive",9,1,0.051048623458285,NA
93280,0.0503921046685644,"Positive",10,1,0.0503921046685644,NA
16812,-0.0500896421571813,"Negative",11,1,0.0500896421571813,NA
87267,0.0496961655529058,"Positive",12,1,0.0496961655529058,NA
87633,0.0496793937009623,"Positive",13,1,0.0496793937009623,NA
43606,0.0496344767398694,"Positive",14,1,0.0496344767398694,NA
90423,0.0492329039435268,"Positive",15,1,0.0492329039435268,NA
88342,0.0492231814751559,"Positive",16,1,0.0492231814751559,NA
90391,0.0490844511119226,"Positive",17,1,0.0490844511119226,NA
91956,0.0488683636796375,"Positive",18,1,0.0488683636796375,NA
55769,-0.0487712612499249,"Negative",19,1,0.0487712612499249,NA
32480,0.0487711790856213,"Positive",20,1,0.0487711790856213,NA
89927,0.0487394929717924,"Positive",21,1,0.0487394929717924,NA
90123,0.0485193275443449,"Positive",22,1,0.0485193275443449,NA
89086,0.0483117170048028,"Positive",23,1,0.0483117170048028,NA
90515,0.0481864612271209,"Positive",24,1,0.0481864612271209,NA
88687,0.0479116921730983,"Positive",25,1,0.0479116921730983,NA
93386,0.0478813205987083,"Positive",26,1,0.0478813205987083,NA
90132,0.0474991467299951,"Positive",27,1,0.0474991467299951,NA
89494,0.0474727980033236,"Positive",28,1,0.0474727980033236,NA
88956,0.047310199741875,"Positive",29,1,0.047310199741875,NA
50036,0.0471558915403755,"Positive",30,1,0.0471558915403755,NA
91103,0.0468444496796065,"Positive",31,1,0.0468444496796065,NA
